wsdc_id,role,series_id,event_month,division,dance_style,reference_result,reference_points,reason
24176,leader,wsdc-167,2024-09,sophisticated,wcs,5,2,dancer_currently_not_found
24462,follower,wsdc-65,2024-10,novice,wcs,F,1,dancer_currently_not_found
24504,follower,wsdc-270,2024-11,novice,wcs,F,1,dancer_currently_not_found
24548,leader,wsdc-340,2024-11,novice,wcs,5,2,dancer_currently_not_found
24554,follower,wsdc-340,2024-11,novice,wcs,F,1,dancer_currently_not_found
24558,follower,wsdc-340,2024-11,novice,wcs,F,1,dancer_currently_not_found
24559,follower,wsdc-340,2024-11,novice,wcs,F,1,dancer_currently_not_found
24566,leader,wsdc-330,2024-11,novice,wcs,F,1,dancer_currently_not_found
24568,follower,wsdc-330,2024-11,novice,wcs,5,6,dancer_currently_not_found
24569,follower,wsdc-330,2024-11,novice,wcs,F,1,dancer_currently_not_found
24570,follower,wsdc-330,2024-11,novice,wcs,F,1,dancer_currently_not_found
24572,follower,wsdc-330,2024-11,novice,wcs,F,1,dancer_currently_not_found
24592,leader,wsdc-179,2024-11,novice,wcs,2,8,dancer_currently_not_found
24593,leader,wsdc-179,2024-11,novice,wcs,F,1,dancer_currently_not_found
24596,follower,wsdc-179,2024-11,novice,wcs,1,15,dancer_currently_not_found
24713,follower,wsdc-278,2025-07,novice,wcs,1,15,dancer_currently_not_found
24713,follower,wsdc-290,2024-12,novice,wcs,F,1,dancer_currently_not_found
24713,follower,wsdc-345,2025-04,novice,wcs,F,1,dancer_currently_not_found
24740,follower,wsdc-238,2024-12,novice,wcs,4,8,dancer_currently_not_found
24741,follower,wsdc-238,2024-12,novice,wcs,F,1,dancer_currently_not_found
24742,follower,wsdc-238,2024-12,novice,wcs,F,1,dancer_currently_not_found
24848,follower,wsdc-75,2025-01,novice,wcs,F,1,dancer_currently_not_found
24998,follower,wsdc-307,2025-02,novice,wcs,F,2,dancer_currently_not_found
25151,follower,wsdc-344,2025-02,novice,wcs,4,8,dancer_currently_not_found
25175,leader,wsdc-333,2025-03,novice,wcs,5,2,dancer_currently_not_found
25178,follower,wsdc-333,2025-03,novice,wcs,1,15,dancer_currently_not_found
25184,follower,wsdc-333,2025-03,novice,wcs,F,1,dancer_currently_not_found
25185,follower,wsdc-333,2025-03,novice,wcs,F,1,dancer_currently_not_found
25191,follower,wsdc-143,2025-03,novice,wcs,F,1,dancer_currently_not_found
25224,leader,wsdc-142,2025-03,novice,wcs,4,12,dancer_currently_not_found
25224,leader,wsdc-259,2025-04,novice,wcs,1,15,dancer_currently_not_found
25248,leader,wsdc-186,2025-03,newcomer,wcs,2,12,dancer_currently_not_found
25330,leader,wsdc-197,2025-03,novice,wcs,4,8,dancer_currently_not_found
25330,leader,wsdc-224,2025-07,novice,wcs,F,1,dancer_currently_not_found
25401,follower,wsdc-293,2025-04,newcomer,wcs,F,1,dancer_currently_not_found
25414,leader,wsdc-210,2025-04,novice,wcs,F,1,dancer_currently_not_found
25417,follower,wsdc-210,2025-04,novice,wcs,F,1,dancer_currently_not_found
25494,follower,wsdc-18,2025-04,novice,wcs,4,12,dancer_currently_not_found
25505,leader,wsdc-218,2025-04,newcomer,wcs,F,1,dancer_currently_not_found
25523,follower,wsdc-218,2025-04,novice,wcs,F,2,dancer_currently_not_found
25583,follower,wsdc-352,2026-04,novice,wcs,1,20,dancer_currently_not_found
25583,follower,wsdc-370,2025-04,novice,wcs,F,1,dancer_currently_not_found
25702,follower,wsdc-205,2025-05,newcomer,wcs,F,1,dancer_currently_not_found
25706,leader,wsdc-205,2025-05,novice,wcs,4,8,dancer_currently_not_found
25791,leader,wsdc-105,2025-05,novice,wcs,1,10,dancer_currently_not_found
25794,follower,wsdc-105,2025-05,novice,wcs,F,1,dancer_currently_not_found
25795,follower,wsdc-105,2025-05,novice,wcs,F,1,dancer_currently_not_found
25796,follower,wsdc-105,2025-05,novice,wcs,F,1,dancer_currently_not_found
25870,follower,wsdc-25,2025-06,novice,wcs,F,2,dancer_currently_not_found
25954,leader,wsdc-207,2025-06,novice,wcs,5,2,dancer_currently_not_found
25956,follower,wsdc-207,2025-06,novice,wcs,3,6,dancer_currently_not_found
25958,follower,wsdc-207,2025-06,novice,wcs,F,1,dancer_currently_not_found
25959,follower,wsdc-207,2025-06,novice,wcs,F,1,dancer_currently_not_found
26010,follower,wsdc-109,2025-06,novice,wcs,5,6,dancer_currently_not_found
26058,follower,wsdc-278,2025-07,novice,wcs,F,1,dancer_currently_not_found
26083,follower,wsdc-225,2025-07,novice,wcs,2,22,dancer_currently_not_found
26127,leader,wsdc-362,2025-07,novice,wcs,F,1,dancer_currently_not_found
26183,follower,wsdc-256,2025-07,newcomer,wcs,3,6,dancer_currently_not_found
26263,leader,wsdc-147,2025-07,novice,wcs,F,1,dancer_currently_not_found
26368,leader,wsdc-157,2025-08,newcomer,wcs,5,1,dancer_currently_not_found
26385,leader,wsdc-282,2025-08,newcomer,wcs,F,0,unresolved_other
26438,leader,wsdc-119,2025-08,novice,wcs,1,10,dancer_currently_not_found
26439,leader,wsdc-119,2025-08,novice,wcs,F,1,dancer_currently_not_found
26486,leader,wsdc-356,2025-08,novice,wcs,5,2,dancer_currently_not_found
26488,follower,wsdc-356,2025-08,novice,wcs,5,6,dancer_currently_not_found
26547,leader,wsdc-391,2025-08,novice,wcs,4,4,dancer_currently_not_found
26550,follower,wsdc-391,2025-08,novice,wcs,4,8,dancer_currently_not_found
26583,follower,wsdc-268,2025-09,novice,wcs,1,15,dancer_currently_not_found
26585,follower,wsdc-268,2025-09,novice,wcs,F,1,dancer_currently_not_found
26609,leader,wsdc-231,2025-09,novice,wcs,F,1,dancer_currently_not_found
26612,follower,wsdc-231,2025-09,novice,wcs,F,2,dancer_currently_not_found
26637,leader,wsdc-233,2025-09,novice,wcs,2,12,dancer_currently_not_found
26733,leader,wsdc-165,2025-09,newcomer,wcs,5,1,dancer_currently_not_found
26797,leader,wsdc-211,2025-10,novice,wcs,F,2,dancer_currently_not_found
26863,leader,wsdc-178,2025-10,novice,wcs,F,1,dancer_currently_not_found
26890,leader,wsdc-179,2025-10,novice,wcs,F,1,dancer_currently_not_found
26893,follower,wsdc-179,2025-10,novice,wcs,4,8,dancer_currently_not_found
26895,follower,wsdc-179,2025-10,novice,wcs,F,1,dancer_currently_not_found
27026,leader,wsdc-340,2025-11,novice,wcs,1,10,dancer_currently_not_found
27030,follower,wsdc-340,2025-11,novice,wcs,5,6,dancer_currently_not_found
27088,leader,wsdc-137,2025-11,novice,wcs,2,8,dancer_currently_not_found
27102,follower,wsdc-330,2025-11,novice,wcs,5,6,dancer_currently_not_found
27103,follower,wsdc-330,2025-11,novice,wcs,F,1,dancer_currently_not_found
27104,follower,wsdc-330,2025-11,novice,wcs,F,1,dancer_currently_not_found
27250,leader,wsdc-212,2025-12,novice,wcs,F,1,dancer_currently_not_found
27513,follower,wsdc-183,2026-01,novice,wcs,1,15,dancer_currently_not_found
27559,follower,wsdc-258,2026-02,novice,wcs,F,1,dancer_currently_not_found
27587,leader,wsdc-387,2026-02,novice,wcs,F,1,dancer_currently_not_found
27690,follower,wsdc-378,2026-03,novice,wcs,F,1,dancer_currently_not_found
27750,follower,wsdc-394,2026-03,masters,wcs,5,1,dancer_currently_not_found
27821,leader,wsdc-318,2026-03,novice,wcs,F,1,dancer_currently_not_found
27956,leader,wsdc-18,2026-04,novice,wcs,4,12,dancer_currently_not_found
27957,follower,wsdc-18,2026-04,novice,wcs,5,10,dancer_currently_not_found
27958,follower,wsdc-18,2026-04,novice,wcs,F,2,dancer_currently_not_found
27960,follower,wsdc-18,2026-04,novice,wcs,F,2,dancer_currently_not_found
28285,follower,wsdc-175,2026-05,novice,wcs,3,10,dancer_currently_not_found
28470,follower,wsdc-331,2026-06,novice,wcs,F,1,dancer_currently_not_found
28751,follower,wsdc-404,2026-07,masters,wcs,4,2,dancer_currently_not_found
28874,follower,wsdc-298,2026-08,novice,wcs,4,4,dancer_currently_not_found
